区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
内华达·拉斯维加斯,弗里蒙特街,3417360394,文化古迹,,热度 0.0,"Fremont St, Las Vegas, NV",游赌城发源地，赏声光秀,"-115.1222504,36.1613251"
广东·东莞·东莞市,虎门大桥,4242882434,文化古迹,,热度 1.0,广东省东莞市虎门镇,浩瀚的狮子洋，波澜壮阔，烟水迷茫,"113.707088,22.821335"
山西·晋城·沁水县,柳氏民居,907317852,文化古迹,4A景区,热度 0.74,山西省晋城市沁水县土沃乡西文兴村,带你领略柳氏民居的建筑风格与特色,"112.156957,35.564853"
江苏·无锡·江阴市,江阴市悟空寺,2372281138,文化古迹,,热度 0.0,江苏省无锡市江阴青阳镇霞客大道,禅门隐约真龙护，宝塔巍然瑞鸟翔,"120.310853,31.764426"
安徽·宣城·泾县,查济古村,350617092,文化古迹,4A景区,热度 0.0,安徽省宣城市泾县桃花潭镇查济村,十里查村九里烟，三溪汇流万户间,"118.067257,30.55036"
浙江·绍兴·绍兴古城,绍兴秋瑾故居,2786254996,文化古迹,,热度 0.72,绍兴市区塔山南麓今和畅堂18号,原系明代大学士朱赓故宅之一部分,"120.586235,29.993847"
福建·厦门·思明区,曾厝垵,571403139,文化古迹,,热度 0.0,福建省厦门市思明区,这里只有质朴的民居和文艺小清新的小店,"118.131359,24.436317"
福建·龙岩·连城县,培田古民居,597163100,文化古迹,3A景区,热度 0.72,福建省龙岩市连城县宣和乡培田村,明清古民居建筑群,"116.645749,25.641862"
山东·青岛·市南区,青岛山炮台遗址（德军地下指挥部）,3789475028,文化古迹,,热度 0.0,青岛市市北区兴安支路1号,了解历史，参观古迹,"120.349592,36.075817"
安徽·池州·秋浦河,秋浦河漂流,2241301495,文化古迹,,热度 0.0,安徽省池州市石台县矶滩乡洪敦村秋浦河风景区内,百丈崖激情探险,"117.579745,30.19465"
湖南·张家界·张家界国家森林公园,袁家寨子,4062906094,文化古迹,,热度 0.0,湖南省张家界市武陵源区袁家界景区内,走进地主的寨子，当一回真正的地主,"110.549905,29.245406"
广东·普宁,德安里,2271183633,文化古迹,3A景区,热度 0.0,广东省普宁市洪阳镇洪阳大道,广东省内罕见的大型府第式建筑组群,"116.223569,23.439731"
辽宁·丹东·宽甸县,虎山长城,618081245,文化古迹,4A景区,热度 0.76,辽宁省丹东市宽甸县虎山乡的虎山南麓,虎山状如卧虎，地势险要，为关隘重地,"124.528379,40.232817"
浙江·杭州·天目山,禅源寺,3823811619,文化古迹,,热度 0.7,浙江省杭州市临安天目山镇天目山景区,历代高僧辈出，传法系属临济宗，远播东瀛,"119.45439,30.326002"
福建·龙岩·武平县,梁野山,1017304160,文化古迹,4A景区,热度 0.7,福建省龙岩市武平县,森林探险、生态旅游的圣地,"116.194138257,25.1670096244"
广东·深圳·宝安区,海上田园,3414638819,文化古迹,4A景区,热度 0.74,广东省深圳市宝安区沙井镇,炊烟升起，暮照大地，农家有绿意,"113.780542,22.733255"
浙江·金华·金东区,琐园国际研学村,2271099788,文化古迹,,热度 0.0,浙江省金华市金东区澧浦镇琐园村,鲁兵家乡，至今保存许多明末清初的古建筑,"119.823258,29.120087"
西藏·拉萨·城关区,扎基寺,2282437587,文化古迹,,热度 0.72,西藏拉萨市城关区扎基东路扎基寺,香火十分鼎盛，每周一拜财神、周三保平安、周五求健康。扎基寺的财神特别嗜酒，祭拜时候可以在寺庙门口的小店里面买上一瓶白酒、,"91.143218,29.658622"
江苏·徐州·云龙区,汉文化景区,4144082463,文化古迹,4A景区,热度 0.82,江苏省徐州市云龙区兵马俑路1号,感受汉朝文化的气势磅礴,"117.228773,34.249545"
山西·晋中·平遥县,双林寺,2274475001,文化古迹,4A景区,热度 0.76,山西省晋中市平遥县中都乡桥头村双林正街28号,一种形神兼备、神人交融的境界,"112.138055,37.176495"
山西·太原·晋源区,蒙山大佛,979021025,文化古迹,4A景区,热度 0.7,山西省太原市晋源区罗城寺底村,唐高宗和武则天曾来此礼佛,"112.45355178497,37.783053838338"
浙江·湖州·南浔区,嘉业堂藏书楼,880456578,文化古迹,,热度 0.8,浙江省湖州市南浔区南西街万古桥,浙江省重点保护单位,"120.434435,30.875816"
浙江·嘉兴·嘉善县,烧香港,1694364668,文化古迹,,热度 0.72,浙江省嘉兴市嘉善县,保留明清时风貌，小河悠悠,"120.90257,30.950819"
云南·普洱·思茅区,普洱茶马古道旅游景区,1406122713,文化古迹,4A景区,热度 1.0,云南普洱市思茅区普洱大道茶马古城旅游小镇东侧旅游环线大桥旁,来这里体会古老的文明吧,"100.996553,22.82511"
福建·泉州·洛江区,洛阳桥,3599942423,文化古迹,,热度 0.8,福建省泉州市洛江区,当时的劳动人民首创筏型基础来建造桥墩,"118.687265,24.958398"
山西·太原·迎泽区,双塔寺,956563937,文化古迹,,热度 0.72,山西省太原市迎泽区郝庄乡郝庄村,绿树红墙，龛阁玲珑，肃穆幽静，古香古色,"112.60338,37.853069"
江苏·淮安·楚州区,吴承恩故居,2317033035,文化古迹,4A景区,热度 0.72,江苏省淮安市楚州区河下古镇打铜巷12号,寻访吴承恩故居,"119.145291,33.53385"
广西·桂林·灵川县,大圩古镇,2902302490,文化古迹,,热度 0.72,广西壮族自治区桂林灵川县大圩古镇,大圩古镇在漓江东岸，父子岩东南，磨盘山北，距桂林23公里水程。史载，古镇始建于北宋初年，中兴于明清，鼎盛于民国时期，距今,"110.433844,25.188242"
湖南·常德·石门县,夹山国家森林公园,90349431,文化古迹,4A景区,热度 0.72,湖南省常德市石门县城东南八公里处,茶禅之源，自在夹山,"111.494434,29.568168"
爱丁堡,爱丁堡城堡,1001422318,文化古迹,,热度 1.0,欧洲-英国北部,看命运之石、皇冠珠宝，聆听鸣炮的隆隆炮声,"-3.19991302490234,55.9485946415151"
江西·上饶·婺源县,理坑,699199870,文化古迹,,热度 0.8,江西省上饶市婺源县沱川乡理坑村,古建筑粉墙黛瓦，雕刻精致，布局合理,"117.83572,29.53169"
新疆·吐鲁番·吐鲁番市,柏孜克里克千佛洞,2822988932,文化古迹,,热度 0.7,新疆吐鲁番地区吐鲁番市东45公里火焰山下,历史悠久，规模宏大的文化艺术宝库,"89.547754,42.963367"
云南·楚雄·元谋县,元谋人遗址,1436313,文化古迹,,热度 0.72,云南省楚雄市元谋县大那乌村北约500米的山腰,位于云南元谋县大那乌村北约500米的山腰，距县城7公里。元谋人在云南省元谋被发现了，元谋人大概在170万年前左右。196,"101.919348,25.680369"
江苏·南京·钟山风景区,音乐台,2647143637,文化古迹,,热度 0.7,江苏省南京市玄武区灵谷寺路,一座纪念性建筑，建筑布局为我国首见,"118.861977,32.060752"
广西·百色·靖西县,靖西旧州景区,2953918223,文化古迹,,热度 0.82,广西省百色市靖西县城南9公里,旧州百姓安居乐业，为边地的“世外桃源”,"106.424957,23.06454"
福建·福州·鼓楼区,西禅寺,3606461776,文化古迹,,热度 0.76,福建省福州市鼓楼区洪山镇凤尾村,海内外都享有声誉，以盛产荔枝驰誉遐迩,"119.295907,26.080546"
云南·昆明·五华区,陆军讲武堂,4224104437,文化古迹,,热度 0.72,云南省昆明市五华区翠湖西路,培养革命力量据点，团结云南革命力量核心,"102.707881,25.053541"
京都府·京都,伏见稻荷大社,3421967205,文化古迹,,热度 1.0,"〒612-0882 京都府京都市伏見区深草藪之内町68（68 Fukakusa Yabunouchicho, Fushimi-ku, Kyoto, Kyoto Prefecture 612-0882日本）",伏见稻荷大社建于8世纪的这座神社,"135.7726717,34.9671402"
江苏·盐城·东台市,海春轩塔,2081079343,文化古迹,,热度 0.0,江苏省盐城东台市西溪泰山护国禅寺之西,随着日照光线不同，能变幻成七种色彩,"120.292233,32.822677"
罗马,西班牙阶梯,1541960284,文化古迹,,热度 0.0,意大利罗马西班牙广场,一个历史悠久的古建筑,"12.4805657,41.9059846"
安徽·黄山·歙县,徽商大宅院,1621966946,文化古迹,,热度 0.7,安徽省黄山市歙县徽商大宅院,气势宏伟，亭阁桥榭，“三雕”精品,"118.434737,29.876402"
京都府·京都,银阁寺,3316784751,文化古迹,,热度 1.0,2 Ginkaku-ji-cha Sakya-ku 京都市左京区银阁寺町2,慈照寺是日本室町时代遗留下来的国宝级建筑,"135.798205464724,35.0270215745514"
湖南·长沙·天心区,贾谊故宅,3377949607,文化古迹,,热度 0.72,湖南省长沙市天心区,带你走进“湖湘文化源头”,"112.978488,28.198359"
西藏·拉萨·当雄县,羊八井镇,1757616235,文化古迹,,热度 0.0,西藏拉萨市当雄县境内,冬时，温泉里看漫天飞雪，浪漫惬意,"90.54588,30.101062"
布拉格,布拉格城堡,101927238,文化古迹,,热度 1.0,伏尔塔瓦河畔的丘陵上Prague Castle,布拉格城堡是布拉格的地标,"14.3995792000001,50.0902165151067"
云南·丽江·玉龙县,文峰寺,2111225541,文化古迹,,热度 0.7,云南省丽江市大研镇西南7公里的文笔峰下,"被公认为丽江所有寺院之冠,现存主体建筑","100.186534,26.810584"
湖南·长沙·天心区,太平街历史文化街,1579221974,文化古迹,,热度 0.72,长沙市天心区南部太平街,领略到一种历史积淀所散发的文气与韵味,"112.97754800805,28.199369620534"
湖北·襄阳·樊城区,米公祠,22302422,文化古迹,3A景区,热度 0.78,湖北襄樊市,庭院清静，碑石林立，怪石嶙峋，银杏参天,"112.151427,32.03538"
青海·西宁·城北区,北禅寺,2444808214,文化古迹,,热度 0.78,青海省西宁市城北区祁连路西38号,林木苍翠，北山寺嵌筑危岩，奇巧玲珑,"101.791065,36.647105"
广东·广州·芙蓉度假村,洪秀全故居,270126846,文化古迹,3A景区,热度 0.7,广东省广州市花都区爱民路新华镇新华路52号,太平天国领导人洪秀全的历史生活,"113.180003,23.423541"
贵州·黔东南·镇远,镇远青龙洞,3651435196,文化古迹,3A景区,热度 0.74,贵州省黔东南苗族侗族自治州镇远县舞阳镇,山势挺拔，峭壁悬崖；巨岩、洞穴融为一体,"108.440226,27.055462"
浙江·杭州·临安市,钱王陵,2778842436,文化古迹,3A景区,热度 0.7,浙江省杭州临安市锦城镇衣锦街338号,浙江省爱国主义教育基地,"119.732618,30.240511"
福建·泉州·鲤城区,开元寺,833908325,文化古迹,4A景区,热度 1.0,福建省泉州市鲤城区西街,我国东南沿海重要的文物古迹,"118.591951,24.919329"
福建·泉州·丰泽区,东湖公园,912950044,文化古迹,,热度 0.86,福建泉州市丰泽区温陵北路448号（近东湖影院）,原泉州十大胜景之“星湖荷香”的遗址,"118.612516,24.916019"
河北·承德·双桥区,普陀宗乘之庙,3537395770,文化古迹,4A景区,热度 0.72,河北省承德市双桥区狮子沟北侧,置身三百年皇家别苑，感受三百年福地的吉祥,"117.955153,41.013316"
台湾·台北,霞海城隍庙,2751404626,文化古迹,,热度 1.0,台湾台北大同区迪化街一段61号,内政部公定的三级古迹,"121.51010102177,25.055487449152"
陕西·西安·临潼区,鸿门宴遗址,2389153778,文化古迹,,热度 0.7,陕西省西安市临潼区鸿门宴路2号,距秦兵马俑博物馆2.5公里处的鸿门宴遗址。它南依骊山，北临渭河，地处潼关通长安之要道，遗址前横着一公里长的峭塬，中间象刀,"109.281158,34.420686"
广东·肇庆·德庆县,肇庆龙母庙,4182074438,文化古迹,4A景区,热度 0.72,广东省肇庆市悦城镇悦城龙母祖庙,岭南建筑三瑰宝之一,"112.141314,23.098675"
浙江·绍兴·绍兴县,百草园,1166499442,文化古迹,,热度 0.82,浙江省绍兴市绍兴县百草园,鲁迅幼年玩耍之地，有树木和飞鸟虫兽,"120.584188,29.992991"
山西·临汾·吉县,克难坡,3370756891,文化古迹,,热度 0.72,山西省临汾市吉县,有一夫当关万夫莫开之险要,"110.484441,36.207758"
福建·漳州·大地土楼群,二宜楼,3472548266,文化古迹,,热度 0.74,福建省漳州市华安县仙都镇大地村,圆士楼古民居杰出代表，有土楼之王的美誉,"117.700892,25.027354"
内蒙古·呼伦贝尔·额尔古纳市,黑山头城址,2839556344,文化古迹,,热度 0.7,内蒙古自治区呼伦贝尔盟额尔古纳市黑山头镇正北5公里,哈萨尔及其家族居住的主要居住城池之一,"119.77631070402,50.144267504259"
河北·唐山·乐亭县,菩提岛,431655328,文化古迹,4A景区,热度 0.76,河北省唐山市乐亭县渤海之滨,岛上自然景观奇美，人文景观秀丽,"118.837842,39.143705"
日惹特区·日惹,普兰巴南神庙,370739888,文化古迹,,热度 0.0,亚洲-印度尼西亚,世界建筑、雕刻和绘画艺术史上璀璨的明珠,"110.491466864944,-7.75202385768033"
京都府·京都,南禅寺,643103040,文化古迹,,热度 1.0,亚洲-日本京都东部，乘公共汽车或有轨电车到蹴上站下车,京都皇宫的一部分,"135.79325,35.01125"
台湾·花莲,长春祠,3534044342,文化古迹,,热度 0.7,台湾花莲县,一道飞瀑分流入溪，山水景色绝佳,"121.60445032684,24.162302549393"
巴黎,凡尔赛宫,2354607430,文化古迹,,热度 1.0,欧洲-法国-巴黎,赫赫有名的凡尔赛宫等你来！,"2.12035539999999,48.8048649"
北京·北京·海淀区,百望山森林公园,731166893,文化古迹,3A景区,热度 0.7,北京市海淀区黑山扈北口19号（近颐和园）,登高可远眺京华大地，每逢金秋，红叶展艳,"116.26297,40.036622"
广东·阳江·阳西县,沙扒湾,97024739,文化古迹,,热度 0.76,广东省阳江市阳西县沙扒镇,一个理想的天然浴场,"111.479697,21.518189"
浙江·嘉兴·南湖区,嘉兴南湖旅游区,142241463,文化古迹,5A景区,热度 0.72,浙江省嘉兴市南湖区海盐塘路188号(近南溪西路),江南三大名湖之一，中共一大召开地,"120.765594,30.761514"
巴黎,埃菲尔铁塔,2961246236,文化古迹,,热度 1.0,"Avenue Gustave Eiffel, Paris, France",巴黎的标志，首都的瞭望台,"2.29448197055228,48.8583742911289"
山西·运城·永济市,普救寺,3017792654,文化古迹,4A景区,热度 1.0,山西省永济市蒲州镇西厢村,走进《西厢记》让普救寺名扬天下,"110.339054,34.849855"
辽宁·鞍山·玉佛山,玉佛苑,1788943522,文化古迹,4A景区,热度 1.0,辽宁省鞍山市铁东区绿化街58号,抛开都市的喧嚣，感受世外的平和,"123.02015,41.108815"
京都府·京都,西本愿寺,1916935711,文化古迹,,热度 1.0,亚洲-日本-京都,是净土真宗本愿寺派的总院，为世界文化遗产,"135.751734564724,34.9914831013172"
山东·青岛·崂山区,青岛华严寺,1867381387,文化古迹,,热度 0.7,山东省青岛市崂山区王哥庄镇返岭后村,华严寺，位于青岛崂山区王哥庄镇返岭后村西那罗延山上。在明崇祯时（1628—1644）即墨人黄宗昌捐造，名华严庵，亦称华严,"120.688145,36.211033"
湖北·荆门·绿林山,绿林寨,3827176217,文化古迹,4A景区,热度 0.7,湖北省荆门市京山县大洪山风景区,葱茏满眼，光风霁月，是宇宙的真意,"113.108108,31.358984"
浙江·嘉兴·海宁市,王国维故居,3397997473,文化古迹,,热度 0.7,浙江省嘉兴市海宁市,陈列大师生平成就，引无数学者前来瞻仰,"120.543946,30.406969"
浙江·丽水·景宁县,云中大漈,204950937,文化古迹,,热度 0.7,浙江省丽水市景宁县大漈乡,有“云中桃源”之誉，休闲旅游的理想去处,"119.600523,27.812653"
内蒙古·锡林郭勒盟·锡林浩特市,贝子庙,2754803152,文化古迹,4A景区,热度 0.0,锡林郭勒盟锡林浩特市北部的额尔敦陶力盖敖包山南坡下,气势宏大，香火极盛，内蒙古四大庙宇之一,"116.07807032405,43.955461013831"
浙江·杭州·桐庐县,琴溪香谷,799238230,文化古迹,,热度 0.7,浙江省杭州市桐庐县高翔乡珠村,典型的浙西地区高山台地峡谷景观,"119.599854,29.961905"
